"Barcode","MaterialCode","MaterialName","RouteCode","WorkCenterCode","JobDate","ProdQty","CompleteRoute","ProdDateTime"
"VVQQ133R060697","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:00:05"
"VVQQ133R060698","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 14:13:29"
"VVQQ133R060699","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-16","500.00000","1","2026-08-16 13:43:38"
"VVQO153R072722","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-16","1073.00000","1","2026-08-16 10:17:36"
"VVQQ143R072722","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1057.00000","","2026-08-16 09:29:44"
"VVQQ143R072728","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1058.00000","","2026-08-16 15:52:44"
"VVQQ153R072707","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1057.00000","","2026-08-16 20:43:27"
"VVQQ153R072723","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1052.00000","","2026-08-16 16:47:48"
"VVQQ153R072724","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1059.00000","","2026-08-17 04:30:13"
"VVQQ153R072730","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1052.00000","","2026-08-16 18:51:51"
"VVQQ153R072733","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1059.00000","","2026-08-17 01:22:47"
"VVQQ163R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1050.00000","","2026-08-17 07:02:42"
"VVQQ163R072704","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-16","1060.00000","","2026-08-17 04:30:31"
"VVQQ083R072706","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 21:53:55"
"VVQQ093R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1074.00000","","2026-08-17 09:14:29"
"VVQQ093R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1073.00000","","2026-08-17 08:37:52"
"VVQQ093R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-17 18:44:49"
"VVQQ093R072713","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 21:53:23"
"VVQQ093R072714","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-18 07:38:59"
"VVQQ093R072717","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-17 08:37:22"
"VVQQ103R072718","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1074.00000","","2026-08-17 08:38:14"
"VVQQ113R072706","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1066.00000","","2026-08-18 07:38:39"
"VVQQ113R072707","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1067.00000","","2026-08-17 18:44:22"
"VVQQ123R060633","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 14:10:18"
"VVQQ123R060637","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","493.00000","1","2026-08-17 13:03:53"
"VVQQ123R060638","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","493.00000","1","2026-08-18 03:34:00"
"VVQQ123R060639","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 17:16:09"
"VVQQ123R060640","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 23:44:19"
"VVQQ123R060641","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 19:20:22"
"VVQQ123R060642","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","489.00000","1","2026-08-17 18:08:27"
"VVQQ123R060643","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 20:03:15"
"VVQQ133R06069A","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 18:08:46"
"VVQQ133R06069B","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 17:16:40"
"VVQQ133R06069D","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 17:13:27"
"VVQQ143R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-18 07:37:55"
"VVQQ143R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-18 07:31:24"
"VVQQ143R072704","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1065.00000","","2026-08-17 21:52:37"
"VVQQ153R060653","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 11:12:11"
"VVQQ153R060659","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 18:50:33"
"VVQQ153R060660","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","","2026-08-18 06:42:43"
"VVQQ153R060664","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","","2026-08-18 04:44:53"
"VVQQ153R060666","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:31"
"VVQQ153R060669","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 18:50:17"
"VVQQ153R060670","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 23:45:02"
"VVQQ153R060680","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:40"
"VVQQ153R060681","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 23:44:52"
"VVQQ153R060682","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:10"
"VVQQ153R060683","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 23:44:42"
"VVQQ153R060684","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:02:04"
"VVQQ153R060685","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 20:02:23"
"VVQQ153R060686","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-18 03:34:51"
"VVQQ153R060687","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 21:02:51"
"VVQQ153R060688","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 21:17:57"
"VVQQ153R060689","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","","2026-08-17 19:12:08"
"VVQQ153R060690","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","499.00000","1","2026-08-17 20:03:49"
"VVQQ153R06069B","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-17 23:45:13"
"VVQQ153R06069C","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-18 03:34:29"
"VVQQ153R06069M","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","500.00000","1","2026-08-18 07:01:42"
"VVQQ153R06069O","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:35:02"
"VVQQ153R06069Q","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:19"
"VVQQ153R06069R","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:34:20"
"VVQQ153R06069S","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 07:01:52"
"VVQQ153R06069T","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 21:02:34"
"VVQQ153R06069U","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 19:19:56"
"VVQQ153R06069V","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-18 03:35:16"
"VVQQ153R06069X","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","494.00000","1","2026-08-17 18:09:09"
"VVQQ153R06069Y","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-17","497.00000","1","2026-08-17 17:14:10"
"VVQQ163R072721","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-17","1064.00000","","2026-08-18 07:38:21"
"VVQO173R072705","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-17","1059.99995","1","2026-08-17 19:44:21"
"VVQO173R072735","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-17","1065.00000","1","2026-08-17 17:19:09"
"VVQO183R072769","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-17","1052.00000","1","2026-08-17 19:02:44"
"VVQO203R072711","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-17","1067.00000","1","2026-08-17 19:43:29"
"VVQQ083R072725","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1060.00000","","2026-08-18 02:20:58"
"VVQQ153R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1051.00000","","2026-08-17 21:48:20"
"VVQQ153R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1056.00000","","2026-08-17 09:41:48"
"VVQQ153R072703","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1053.00000","","2026-08-17 20:15:13"
"VVQQ153R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1056.00000","","2026-08-18 05:54:26"
"VVQQ163R072705","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1057.00000","","2026-08-17 18:11:22"
"VVQQ163R072706","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1052.00000","","2026-08-17 18:03:04"
"VVQQ163R072708","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1051.00000","","2026-08-17 18:10:49"
"VVQQ163R072731","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1056.00000","","2026-08-17 21:49:59"
"VVQQ173R072711","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-17","1051.00000","","2026-08-18 02:21:34"
"VVQP233R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1072.00000","1","2026-08-18 16:05:08"
"VVQQ093R072712","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1067.00000","","2026-08-18 21:35:08"
"VVQQ103R072720","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1066.00000","","2026-08-18 20:58:52"
"VVQQ113R072704","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1065.00000","","2026-08-19 07:18:40"
"VVQQ113R072705","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1067.00000","","2026-08-18 21:08:40"
"VVQQ113R072710","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1074.00000","","2026-08-18 21:11:57"
"VVQQ113R072711","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1067.00000","","2026-08-18 20:58:33"
"VVQQ133R072706","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1066.00000","","2026-08-19 07:18:59"
"VVQQ133R072707","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1065.00000","","2026-08-18 20:58:10"
"VVQQ143R072703","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-18","1064.00000","","2026-08-19 02:35:43"
"VVQQ153R060654","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 12:29:29"
"VVQQ153R060655","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 12:29:12"
"VVQQ153R060656","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 16:43:26"
"VVQQ153R060658","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","493.00000","1","2026-08-18 16:43:45"
"VVQQ153R060661","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 20:41:09"
"VVQQ153R060662","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","493.00000","1","2026-08-18 12:29:47"
"VVQQ153R060663","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 17:51:06"
"VVQQ153R060665","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 20:41:25"
"VVQQ153R060667","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","494.00000","1","2026-08-18 15:48:24"
"VVQQ153R060668","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 15:31:02"
"VVQQ153R06069N","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 15:31:17"
"VVQQ153R06069P","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 17:50:37"
"VVQQ153R06069W","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 11:16:08"
"VVQQ173R060623","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 19:17:48"
"VVQQ173R060624","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","495.00000","1","2026-08-18 15:48:54"
"VVQQ173R060625","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-18 16:44:10"
"VVQQ173R060626","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 01:05:21"
"VVQQ173R060627","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","492.00000","1","2026-08-18 17:51:56"
"VVQQ173R060628","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:33:55"
"VVQQ173R060629","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:02:39"
"VVQQ173R060630","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:39:50"
"VVQQ173R060631","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:39:39"
"VVQQ173R060632","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:05"
"VVQQ173R060633","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:22"
"VVQQ173R060634","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 19:18:02"
"VVQQ173R060635","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:34:29"
"VVQQ173R060636","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","499.00000","1","2026-08-19 03:33:30"
"VVQQ173R060637","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","499.00000","1","2026-08-19 01:05:32"
"VVQQ173R060638","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:40:42"
"VVQQ173R060640","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 03:33:43"
"VVQQ173R060641","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:03:24"
"VVQQ173R060642","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:34:17"
"VVQQ173R060643","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 03:33:06"
"VVQQ173R060645","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 20:03:03"
"VVQQ173R060646","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 08:53:27"
"VVQQ173R060647","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-18 23:40:32"
"VVQQ173R060648","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","500.00000","1","2026-08-19 01:05:46"
"VVQQ173R060651","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 07:05:35"
"VVQQ173R060652","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 12:10:00"
"VVQQ173R060654","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 13:36:55"
"VVQQ173R060655","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 03:33:16"
"VVQQ173R060658","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-18","497.00000","1","2026-08-19 12:09:44"
"VVQO153R072726","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1073.00000","1","2026-08-18 17:08:33"
"VVQO163R072742","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 18:15:21"
"VVQO173R072731","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1058.99989","1","2026-08-18 17:09:15"
"VVQO193R072712","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 10:35:01"
"VVQO193R072766","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1065.00000","1","2026-08-18 21:15:53"
"VVQO203R072713","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F5","2026-08-18","1066.00000","1","2026-08-18 15:46:59"
"VVQQ143R072714","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1051.00000","","2026-08-18 21:27:35"
"VVQQ163R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1048.00000","","2026-08-18 18:43:59"
"VVQQ163R072732","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1055.00000","","2026-08-19 04:34:10"
"VVQQ163R072733","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1059.00000","","2026-08-19 04:23:57"
"VVQQ173R072712","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1050.00000","","2026-08-19 06:57:09"
"VVQQ173R072715","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1054.00000","","2026-08-19 03:35:00"
"VVQQ173R072718","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-18","1057.00000","","2026-08-19 07:28:30"
"VVQQ103R072707","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-19","1066.00000","","2026-08-19 21:09:44"
"VVQQ103R072721","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-19","1069.00000","","2026-08-19 19:09:34"
"VVQQ113R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-19","1065.00000","","2026-08-19 19:09:01"
"VVQQ113R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-19","1074.00000","","2026-08-19 19:09:18"
"VVQQ123R072701","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F1","2026-08-19","1065.00000","","2026-08-19 19:10:08"
"VVQQ133R06069C","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 10:43:14"
"VVQQ153R060657","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","493.00000","1","2026-08-19 17:56:31"
"VVQQ153R060672","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 10:39:35"
"VVQQ153R060673","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","496.00000","1","2026-08-19 17:11:57"
"VVQQ153R060674","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 18:07:14"
"VVQQ153R060675","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","499.00000","1","2026-08-19 20:44:16"
"VVQQ153R060678","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","496.00000","1","2026-08-20 05:21:57"
"VVQQ153R06069A","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:25:33"
"VVQQ153R06069E","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:44:58"
"VVQQ153R06069L","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:57:14"
"VVQQ163R050706","ECVT30-117","HY-CAP VEP3R0507QG (3582)","V-26","VVT_F1","2026-08-19","1068.00000","","2026-08-20 01:41:48"
"VVQQ163R050707","ECVT30-117","HY-CAP VEP3R0507QG (3582)","V-26","VVT_F1","2026-08-19","1071.00000","","2026-08-20 01:41:21"
"VVQQ173R060639","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:53:34"
"VVQQ173R060644","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:56:39"
"VVQQ173R060649","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:37:49"
"VVQQ173R060650","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 17:53:21"
"VVQQ173R060653","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 01:47:27"
"VVQQ173R060656","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 10:34:59"
"VVQQ173R060657","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 20:44:28"
"VVQQ173R060659","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 17:45:13"
"VVQQ173R060660","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 13:54:17"
"VVQQ173R060662","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:15:46"
"VVQQ183R060602","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:57:42"
"VVQQ183R060604","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 15:15:59"
"VVQQ183R060605","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:26:16"
